"GBAN","cluster","Orc_genre","Orc_species","Fun_order","Fun_family","Fun_genus","Fun_species","lat","lon","geneRegion","DOI","Title","Author","Origin","pubmed","number","Notes","otu"
"DQ061915","Cluster 5","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",43.608509,3.871755,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus2"
"DQ061916","Cluster 11","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",48.434033,2.273866,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus1"
"DQ061917","Cluster 8","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.681232,14.765187,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus3"
"DQ061918","Cluster 9","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.681232,14.765187,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus16"
"DQ061919","Cluster 7","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.851445,14.273894,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus10"
"DQ061920","Cluster 7","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.851445,14.273894,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus10"
"DQ061921","Cluster 18","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.851445,14.273894,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus9"
"DQ061922","Cluster 7","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",40.851445,14.273894,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus10"
"DQ061923","Cluster 17","Limodorum","Limodorum abortivum","Russulales","russulaceae","Russula","",45.068113,7.687244,"ITS1F,ITS4","doi: 10.1111/j.1365-294X.2005.02770.x","Inefficient photosynthesis in the Mediterranean orchid Limodorum abortivum is mirrored by specific association to ectomycorrhizal Russulaceae","Girlanda M Selosse MA Cafasso D Brilli F Delfine S Fabbian R Ghignone S Pinelli P Segreto R Loreto F Cozzolino S Perotto S","environmentalSample",16448415,NA,"","rus11"
"DQ925600","Cluster 57","Ophrys","Ophrys bertolonii","Cantharellales","tulasnellaceae","","",42.941653,11.866438,"ITS1F,ITS4","DOI 10.1007/s13213-015-1038-9","Molecular analysis of fungi associated with the Mediterranean orchid Ophrys bertolonii Mor","Lorenzo Pecoraro, Mariangela Girlanda, Zhong-Jian Liu, Laiqiang Huang, Silvia Perotto","environmentalSample",NA,NA,"Access codes are from the best results of the BLAST search, not from the samples themselves","tul3"
"EF100192","Cluster 77","Dactylorhiza","Dactylorhiza sambucina","Cantharellales","ceratobasidiaceae","Rhizoctonia","Rhizoctonia alpina  ",39.317009,16.391507,"ITS1F/ITS4","DOI: 10.2478/s11756-009-0175-7","Molecular identification of mycorrhizal fungi in Dactylorhiza sambucina (Orchidaceae)","Giuseppe Pellegrino, Francesca Bellusci","",NA,NA,"","cer3"
"EU195338","Cluster 85","Dactylorhiza","Dactylorhiza baltica","Cantharellales","ceratobasidiaceae","Ceratobasidium","Ceratobasidum albasitensis",59.319583,27.469556,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","cer4"
"EU195338","Cluster 85","Dactylorhiza","Dactylorhiza baltica","Cantharellales","ceratobasidiaceae","Ceratobasidium","Ceratobasidum albasitensis",59.319583,27.469556,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","cer4"
"EU195339","Cluster 86","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",58.978639,22.49325,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","tul4"
"EU195339","Cluster 86","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,3,"","tul4"
"EU195339","Cluster 86","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",58.978639,22.49325,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,NA,"","tul4"
"EU195339","Cluster 86","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","tul4"
"EU195344","Cluster 25","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,3,"","tul5"
"EU195344","Cluster 25","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",58.978639,22.49325,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,NA,"","tul5"
"EU195345","Cluster 72","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,3,"","tul6"
"EU195345","Cluster 72","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",58.978639,22.49325,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,NA,"","tul6"
"EU195345","Cluster 72","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","tul6"
"EU195345","Cluster 72","Orchis","Orchis militaris","Cantharellales","tulasnellaceae","","",59.391528,27.230222,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","tul6"
"EU195346","Cluster 76","Epipactis","Epipactis atrorubens","Cantharellales","tulasnellaceae","","",58.856972,23.047,"ITS1F-ITS4,ITS1OF-ITS4OF, ML5-ML6","https://doi.org/10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Richard P. Shefferson,Tiiu Kull,Kadri Tali","",NA,NA,"","tul7"
"EU195346","Cluster 76","Epipactis","Epipactis atrorubens","Cantharellales","tulasnellaceae","","",58.856972,23.047,"ITS1F, ITS4, ITS1OF-ITS4OF","Doi: 10.3732/ajb.95.2.156","Mycorrhizal interactions of orchids colonizing Estonian mine tailings hills","Shefferson, Kull, and Tali","",NA,NA,"","tul7"
"EU583691","Cluster 79","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900331","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul8"
"EU583692","Cluster 38","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900328","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul9"
"EU583693","Cluster 81","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900329","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul10"
"EU583694","Cluster 146","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900330","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul11"
"EU583695","Cluster 145","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900333","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul12"
"EU583696","Cluster 143","Orchis","Orchis xbergonii","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900332","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul13"
"EU583697","Cluster 43","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900306","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583698","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900315","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583698","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900314","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583701","Cluster 83","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900309","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul15"
"EU583702","Cluster 147","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900307","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul16"
"EU583703","Cluster 43","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900305","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583705","Cluster 19","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900308","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul17"
"EU583706","Cluster 23","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900310","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul18"
"EU583707","Cluster 23","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900313","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul18"
"EU583708","Cluster 87","Orchis","Orchis anthropophora","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900312","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul19"
"EU583709","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900316","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583710","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900317","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583711","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900318","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
"EU583712","Cluster 43","Orchis","Orchis simia","Cantharellales","tulasnellaceae","","",43.91277778,3.51361111,"ITS1F,ITS4","doi:10.3732/ajb.0900320","A case study of modified interactions with symbionts in a hybrid mediterranean orchid","Schatz B Geoffroy A Dainat B BessiŠre JM Buatois B Hossaert-McKey M Selosse MA ","environmentalSample",21616880,NA,"","tul14"
